site,hhedu,hhhage,hhhsex,hhethnic,hhsize,u05,povline,windex3,windex5,FS_score,FS
viwandani,secondary,25.0,male,Kamba,1,0,no,middle,middle,0,Secure
korogocho,never attended,74.0,male,Other,2,0,yes,lowest,lowest,2,Moderately insecure
viwandani,highest,21.0,male,Kikuyu,1,0,no,highest,highest,2,Moderately insecure
viwandani,primary,56.0,male,Kamba,2,0,no,lowest,second,2,Moderately insecure
viwandani,primary,36.0,female,Kisii,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,primary,33.0,male,Luo,4,1,yes,middle,second,3,Severely insecure
korogocho,primary,43.0,male,Kikuyu,3,0,yes,lowest,second,0,Secure
korogocho,primary,31.0,female,Luo,3,0,no,highest,fourth,3,Severely insecure
viwandani,secondary,45.0,male,Kikuyu,1,0,no,highest,highest,0,Secure
viwandani,secondary,48.0,female,Kamba,4,0,yes,lowest,lowest,4,Severely insecure
viwandani,primary,68.0,male,Kikuyu,5,0,yes,highest,highest,0,Secure
viwandani,primary,34.0,male,Kikuyu,1,0,no,middle,middle,0,Secure
korogocho,primary,55.0,male,Other,7,1,yes,highest,fourth,3,Severely insecure
korogocho,primary,42.0,male,Kikuyu,1,0,no,middle,middle,1,Moderately insecure
viwandani,secondary,29.0,female,Other,4,1,yes,middle,second,3,Severely insecure
viwandani,primary,57.0,male,Kamba,1,0,no,highest,highest,2,Moderately insecure
korogocho,primary,26.0,male,Luhya,5,2,yes,highest,highest,3,Severely insecure
viwandani,highest,27.0,male,Kamba,4,1,no,highest,highest,0,Secure
korogocho,primary,49.0,female,Kikuyu,3,0,no,lowest,second,4,Severely insecure
viwandani,primary,35.0,male,Kamba,5,0,no,middle,middle,1,Moderately insecure
viwandani,primary,61.0,male,Luo,2,0,no,lowest,lowest,3,Severely insecure
viwandani,primary,21.0,male,Kikuyu,2,0,no,highest,fourth,3,Severely insecure
korogocho,primary,30.0,male,Kikuyu,4,2,yes,highest,fourth,3,Severely insecure
viwandani,secondary,22.0,male,Kamba,3,1,no,middle,second,0,Secure
viwandani,secondary,46.0,male,Kamba,1,0,no,highest,highest,0,Secure
viwandani,secondary,40.0,male,Kamba,9,2,yes,highest,highest,0,Secure
viwandani,primary,27.0,female,Kamba,2,0,no,lowest,second,2,Moderately insecure
korogocho,secondary,28.0,male,Kikuyu,1,0,yes,middle,middle,1,Moderately insecure
viwandani,secondary,31.0,male,Kisii,1,0,no,lowest,second,0,Secure
korogocho,secondary,43.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
korogocho,secondary,23.0,male,Luo,1,0,no,middle,middle,0,Secure
korogocho,secondary,31.0,female,Luo,2,0,yes,lowest,lowest,2,Moderately insecure
korogocho,secondary,48.0,male,Kikuyu,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,24.0,male,Kamba,2,0,no,lowest,lowest,0,Secure
korogocho,secondary,41.0,female,Luhya,7,0,yes,middle,second,0,Secure
korogocho,secondary,32.0,male,Kikuyu,3,1,no,highest,fourth,3,Severely insecure
viwandani,secondary,31.0,male,Kikuyu,4,1,yes,highest,highest,2,Moderately insecure
viwandani,primary,31.0,male,Kamba,1,0,no,lowest,lowest,1,Moderately insecure
viwandani,primary,29.0,male,Kamba,3,1,no,highest,highest,3,Severely insecure
viwandani,primary,39.0,male,Kamba,2,0,yes,lowest,second,0,Secure
korogocho,primary,41.0,male,Kikuyu,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,20.0,male,Kisii,2,0,yes,lowest,lowest,3,Severely insecure
korogocho,secondary,24.0,male,Kamba,1,0,no,middle,second,2,Moderately insecure
korogocho,secondary,27.0,male,Luhya,1,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,39.0,male,Kamba,4,1,yes,highest,highest,0,Secure
korogocho,primary,28.0,female,Kikuyu,2,1,no,lowest,lowest,1,Moderately insecure
viwandani,primary,37.0,female,Kamba,1,0,no,lowest,lowest,1,Moderately insecure
korogocho,secondary,42.0,male,Luo,12,1,yes,middle,middle,0,Secure
korogocho,primary,45.0,female,Luhya,7,0,yes,middle,middle,3,Severely insecure
viwandani,secondary,35.0,male,Kikuyu,3,1,no,highest,highest,0,Secure
korogocho,secondary,41.0,male,Luo,1,0,no,lowest,second,1,Moderately insecure
viwandani,secondary,52.0,male,Kisii,6,0,no,highest,highest,2,Moderately insecure
korogocho,secondary,21.0,female,Luhya,8,2,yes,lowest,lowest,3,Severely insecure
viwandani,secondary,41.0,male,Kamba,1,0,no,middle,fourth,0,Secure
viwandani,primary,44.0,male,Luhya,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,primary,23.0,male,Kamba,2,0,no,lowest,second,0,Secure
korogocho,primary,30.0,male,Kikuyu,5,1,no,highest,highest,0,Secure
viwandani,secondary,45.0,male,Kamba,1,0,no,middle,middle,1,Moderately insecure
korogocho,primary,30.0,male,Luo,3,1,no,middle,second,0,Secure
viwandani,primary,45.0,male,Kamba,2,0,no,middle,middle,0,Secure
viwandani,primary,34.0,male,Kisii,5,0,yes,highest,highest,0,Secure
viwandani,secondary,29.0,male,Kisii,3,1,yes,lowest,lowest,1,Moderately insecure
viwandani,primary,42.0,male,Kamba,2,0,no,middle,middle,0,Secure
viwandani,secondary,51.0,male,Other,4,0,yes,highest,highest,0,Secure
viwandani,primary,48.0,male,Kamba,1,0,no,middle,middle,1,Moderately insecure
korogocho,primary,34.0,male,Kamba,1,0,no,middle,middle,1,Moderately insecure
korogocho,secondary,29.0,male,Luhya,3,1,no,highest,fourth,1,Moderately insecure
viwandani,secondary,25.0,male,Other,3,1,no,middle,fourth,3,Severely insecure
viwandani,primary,27.0,female,Luhya,5,1,no,highest,highest,0,Secure
korogocho,primary,53.0,male,Luo,2,0,no,lowest,second,2,Moderately insecure
korogocho,primary,39.0,male,Luhya,6,1,yes,lowest,second,1,Moderately insecure
viwandani,secondary,31.0,male,Luhya,6,1,yes,highest,highest,3,Severely insecure
korogocho,secondary,54.0,female,Kamba,3,0,yes,middle,middle,3,Severely insecure
viwandani,secondary,65.0,male,Kamba,2,0,no,middle,middle,0,Secure
korogocho,secondary,18.0,female,Luo,1,0,yes,lowest,lowest,3,Severely insecure
viwandani,primary,29.0,female,Luhya,3,1,no,lowest,second,1,Moderately insecure
viwandani,secondary,57.0,male,Luhya,1,0,no,lowest,second,0,Secure
viwandani,primary,42.0,male,Kamba,1,0,no,lowest,second,0,Secure
korogocho,primary,59.0,male,Luo,2,0,no,highest,fourth,0,Secure
korogocho,secondary,30.0,female,Kikuyu,3,1,yes,lowest,second,0,Secure
viwandani,secondary,28.0,male,Kikuyu,1,0,no,middle,second,2,Moderately insecure
viwandani,secondary,29.0,male,Kikuyu,1,0,no,highest,fourth,2,Moderately insecure
korogocho,primary,56.0,female,Kikuyu,2,0,no,highest,highest,0,Secure
korogocho,secondary,35.0,male,Luhya,8,2,yes,highest,highest,0,Secure
viwandani,primary,67.0,male,Kikuyu,1,0,no,middle,middle,0,Secure
viwandani,secondary,27.0,male,Kamba,3,1,no,highest,highest,0,Secure
viwandani,primary,48.0,female,Kamba,6,0,yes,middle,middle,0,Secure
viwandani,secondary,36.0,male,Kamba,1,0,no,highest,fourth,0,Secure
korogocho,primary,71.0,female,Kikuyu,1,0,no,middle,middle,0,Secure
korogocho,never attended,35.0,male,Kikuyu,1,0,no,lowest,lowest,3,Severely insecure
korogocho,primary,27.0,male,Kikuyu,2,0,yes,lowest,second,2,Moderately insecure
viwandani,secondary,38.0,female,Other,1,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,34.0,male,Luo,5,0,yes,highest,highest,0,Secure
viwandani,highest,24.0,male,Kikuyu,1,0,no,middle,fourth,0,Secure
viwandani,secondary,37.0,male,Kisii,7,1,yes,middle,middle,0,Secure
viwandani,primary,42.0,male,Kamba,2,0,no,highest,highest,2,Moderately insecure
korogocho,primary,26.0,female,Kikuyu,3,0,yes,highest,fourth,0,Secure
korogocho,secondary,24.0,male,Kikuyu,2,0,no,highest,fourth,3,Severely insecure
korogocho,secondary,35.0,male,Kikuyu,5,1,yes,highest,highest,1,Moderately insecure
viwandani,secondary,36.0,male,Kamba,4,0,no,highest,highest,1,Moderately insecure
viwandani,primary,34.0,male,Kikuyu,1,0,no,highest,fourth,2,Moderately insecure
korogocho,primary,18.0,male,Luhya,2,0,no,middle,middle,0,Secure
viwandani,highest,23.0,male,Kamba,1,0,yes,lowest,second,1,Moderately insecure
korogocho,secondary,27.0,male,Kikuyu,4,1,yes,middle,middle,2,Moderately insecure
viwandani,secondary,33.0,male,Luo,1,0,no,lowest,second,2,Moderately insecure
viwandani,highest,26.0,male,Other,3,1,no,middle,fourth,3,Severely insecure
korogocho,secondary,46.0,male,Other,6,0,yes,middle,middle,3,Severely insecure
korogocho,primary,21.0,male,Kikuyu,2,1,yes,middle,middle,3,Severely insecure
viwandani,primary,36.0,female,Kamba,1,0,no,middle,second,2,Moderately insecure
korogocho,primary,30.0,male,Other,7,1,yes,highest,highest,0,Secure
viwandani,secondary,40.0,male,Kamba,1,0,no,middle,fourth,0,Secure
viwandani,secondary,40.0,male,Kisii,4,0,no,highest,fourth,3,Severely insecure
viwandani,secondary,23.0,female,Kamba,2,1,no,middle,fourth,3,Severely insecure
korogocho,never attended,52.0,male,Other,5,0,yes,highest,fourth,3,Severely insecure
korogocho,primary,26.0,male,Kikuyu,5,1,yes,highest,highest,0,Secure
viwandani,primary,34.0,male,Kamba,1,0,no,middle,middle,2,Moderately insecure
korogocho,never attended,51.0,male,Other,2,0,no,highest,highest,0,Secure
viwandani,highest,42.0,male,Kamba,5,0,yes,highest,fourth,0,Secure
viwandani,secondary,27.0,male,Kamba,2,0,no,highest,highest,2,Moderately insecure
viwandani,secondary,45.0,male,Kikuyu,5,0,yes,highest,highest,2,Moderately insecure
korogocho,primary,44.0,female,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
viwandani,highest,28.0,female,Kamba,1,0,no,lowest,lowest,1,Moderately insecure
viwandani,primary,26.0,male,Kikuyu,5,1,yes,highest,highest,0,Secure
viwandani,secondary,21.0,male,Kamba,1,0,no,highest,highest,0,Secure
viwandani,secondary,38.0,male,Kikuyu,5,1,yes,highest,highest,0,Secure
viwandani,secondary,18.0,male,Kamba,1,0,no,lowest,lowest,3,Severely insecure
korogocho,primary,26.0,male,Kikuyu,3,1,yes,highest,highest,3,Severely insecure
viwandani,secondary,68.0,male,Kikuyu,3,0,yes,highest,highest,0,Secure
viwandani,secondary,34.0,male,Kikuyu,3,0,no,lowest,second,3,Severely insecure
viwandani,primary,30.0,male,Kikuyu,3,0,no,lowest,second,0,Secure
korogocho,primary,18.0,male,Luhya,3,0,no,lowest,lowest,3,Severely insecure
viwandani,primary,36.0,male,Other,2,0,no,lowest,lowest,2,Moderately insecure
viwandani,primary,38.0,female,Kikuyu,1,0,no,middle,fourth,0,Secure
viwandani,primary,67.0,male,Kamba,3,0,no,middle,middle,0,Secure
viwandani,secondary,56.0,male,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,32.0,female,Kisii,4,0,yes,lowest,lowest,0,Secure
korogocho,primary,20.0,male,Kikuyu,3,0,yes,highest,fourth,0,Secure
viwandani,secondary,35.0,male,Kikuyu,5,1,yes,highest,fourth,2,Moderately insecure
korogocho,secondary,42.0,male,Luhya,2,0,no,lowest,second,2,Moderately insecure
korogocho,primary,34.0,male,Kamba,4,1,yes,middle,middle,0,Secure
viwandani,primary,26.0,male,Luhya,4,2,yes,lowest,second,3,Severely insecure
korogocho,primary,31.0,male,Kikuyu,5,1,yes,highest,fourth,0,Secure
korogocho,secondary,18.0,male,Luo,2,0,yes,lowest,lowest,1,Moderately insecure
viwandani,primary,35.0,female,Kamba,2,0,no,middle,middle,0,Secure
korogocho,primary,65.0,female,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,primary,66.0,female,Kikuyu,1,0,yes,highest,fourth,0,Secure
viwandani,secondary,22.0,male,Kikuyu,3,1,no,lowest,second,0,Secure
viwandani,primary,36.0,male,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,secondary,39.0,male,Luo,4,1,yes,middle,fourth,0,Secure
korogocho,primary,32.0,female,Other,4,0,yes,middle,middle,3,Severely insecure
korogocho,primary,40.0,male,Luo,4,1,yes,lowest,second,3,Severely insecure
korogocho,secondary,25.0,male,Kamba,3,1,no,highest,highest,0,Secure
viwandani,primary,41.0,male,Luhya,5,0,no,middle,fourth,0,Secure
korogocho,primary,50.0,female,Kamba,9,2,yes,highest,highest,0,Secure
korogocho,primary,34.0,female,Kikuyu,3,0,no,highest,fourth,1,Moderately insecure
viwandani,secondary,38.0,male,Kisii,5,0,yes,middle,fourth,3,Severely insecure
viwandani,secondary,22.0,male,Kamba,2,0,no,lowest,second,2,Moderately insecure
viwandani,primary,34.0,female,Kamba,3,0,no,highest,fourth,2,Moderately insecure
korogocho,secondary,32.0,male,Kikuyu,5,1,yes,highest,fourth,0,Secure
korogocho,primary,38.0,female,Luhya,4,1,yes,lowest,lowest,2,Moderately insecure
korogocho,primary,34.0,male,Kamba,3,0,no,highest,highest,0,Secure
korogocho,highest,38.0,male,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
korogocho,highest,24.0,female,Luo,6,2,yes,middle,second,1,Moderately insecure
viwandani,secondary,38.0,female,Kisii,1,0,no,lowest,lowest,0,Secure
viwandani,secondary,18.0,male,Kikuyu,3,1,no,middle,middle,0,Secure
korogocho,primary,44.0,male,Other,11,2,yes,highest,highest,3,Severely insecure
viwandani,primary,36.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
viwandani,primary,37.0,male,Luhya,5,2,yes,middle,middle,0,Secure
korogocho,secondary,67.0,male,Luo,8,4,yes,highest,highest,3,Severely insecure
viwandani,secondary,35.0,female,Kisii,4,0,no,lowest,second,2,Moderately insecure
korogocho,secondary,26.0,female,Kamba,3,1,yes,highest,highest,0,Secure
korogocho,never attended,61.0,female,Kikuyu,4,1,no,highest,highest,0,Secure
korogocho,primary,42.0,male,Kikuyu,3,0,no,highest,highest,1,Moderately insecure
viwandani,secondary,39.0,female,Kikuyu,2,0,no,highest,highest,2,Moderately insecure
viwandani,primary,40.0,male,Kisii,6,0,no,highest,highest,0,Secure
viwandani,secondary,58.0,male,Luhya,1,0,no,highest,highest,2,Moderately insecure
viwandani,primary,34.0,male,Kikuyu,4,1,yes,middle,second,1,Moderately insecure
korogocho,never attended,62.0,female,Kikuyu,6,0,yes,middle,second,0,Secure
viwandani,primary,32.0,male,Kamba,1,0,no,highest,fourth,2,Moderately insecure
korogocho,secondary,50.0,male,Kikuyu,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,primary,26.0,male,Kikuyu,1,0,no,highest,fourth,0,Secure
viwandani,primary,36.0,female,Kikuyu,4,0,yes,highest,fourth,3,Severely insecure
korogocho,primary,60.0,female,Kikuyu,5,1,yes,lowest,second,0,Secure
korogocho,primary,26.0,male,Luo,5,2,yes,highest,highest,1,Moderately insecure
korogocho,secondary,37.0,male,Luo,4,0,yes,highest,fourth,1,Moderately insecure
viwandani,primary,49.0,male,Kamba,1,0,no,middle,middle,0,Secure
korogocho,secondary,41.0,female,Kikuyu,2,0,yes,highest,fourth,0,Secure
korogocho,secondary,22.0,male,Luhya,1,0,no,middle,middle,0,Secure
viwandani,secondary,30.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
korogocho,primary,29.0,male,Luo,5,2,yes,highest,highest,0,Secure
korogocho,secondary,42.0,male,Kikuyu,6,2,yes,highest,highest,1,Moderately insecure
viwandani,secondary,42.0,male,Kamba,1,0,no,middle,second,0,Secure
korogocho,secondary,25.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
viwandani,secondary,27.0,male,Kisii,5,0,yes,middle,middle,3,Severely insecure
korogocho,primary,31.0,female,Kikuyu,2,0,no,lowest,second,3,Severely insecure
viwandani,secondary,41.0,male,Kikuyu,4,0,no,highest,highest,3,Severely insecure
korogocho,primary,45.0,female,Kikuyu,1,0,yes,lowest,second,3,Severely insecure
korogocho,primary,27.0,male,Kamba,4,2,yes,middle,middle,3,Severely insecure
korogocho,never attended,32.0,male,Other,7,2,yes,highest,highest,0,Secure
viwandani,secondary,56.0,male,Kisii,5,0,no,highest,fourth,3,Severely insecure
korogocho,highest,27.0,male,Kikuyu,2,0,yes,highest,highest,0,Secure
korogocho,secondary,32.0,male,Luo,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,secondary,38.0,male,Luhya,5,2,yes,middle,middle,2,Moderately insecure
viwandani,secondary,25.0,male,Kamba,3,1,yes,middle,middle,2,Moderately insecure
viwandani,secondary,31.0,male,Kamba,1,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,28.0,male,Kamba,3,1,no,middle,fourth,0,Secure
korogocho,primary,34.0,male,Luhya,1,0,no,middle,middle,3,Severely insecure
viwandani,primary,41.0,male,Kamba,2,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,34.0,male,Other,4,0,yes,middle,middle,3,Severely insecure
korogocho,never attended,45.0,female,Other,5,0,yes,middle,fourth,3,Severely insecure
viwandani,primary,54.0,male,Kamba,3,0,yes,lowest,lowest,3,Severely insecure
viwandani,highest,30.0,male,Kisii,3,0,yes,middle,fourth,2,Moderately insecure
korogocho,primary,39.0,female,Luo,9,1,no,highest,highest,1,Moderately insecure
korogocho,primary,33.0,female,Other,1,0,no,lowest,lowest,3,Severely insecure
korogocho,primary,57.0,male,Kikuyu,3,0,yes,middle,middle,3,Severely insecure
korogocho,never attended,54.0,female,Luo,7,0,yes,middle,second,3,Severely insecure
viwandani,primary,54.0,female,Kamba,1,0,no,middle,second,0,Secure
viwandani,secondary,24.0,male,Kisii,4,2,yes,middle,middle,3,Severely insecure
viwandani,secondary,45.0,female,Luhya,3,0,no,middle,middle,2,Moderately insecure
korogocho,primary,27.0,male,Kikuyu,4,1,yes,highest,highest,1,Moderately insecure
korogocho,secondary,40.0,male,Luo,5,1,no,highest,highest,1,Moderately insecure
korogocho,secondary,49.0,male,Other,8,2,yes,middle,middle,0,Secure
korogocho,primary,73.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
korogocho,secondary,37.0,male,Kikuyu,5,1,yes,middle,fourth,0,Secure
korogocho,secondary,39.0,male,Luhya,6,2,yes,highest,fourth,3,Severely insecure
korogocho,highest,25.0,female,Luo,3,2,no,highest,highest,0,Secure
viwandani,secondary,46.0,male,Kamba,5,1,no,middle,middle,2,Moderately insecure
viwandani,secondary,53.0,male,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,secondary,23.0,male,Luhya,1,0,no,middle,fourth,1,Moderately insecure
korogocho,secondary,43.0,male,Luo,3,0,no,highest,highest,1,Moderately insecure
viwandani,secondary,35.0,female,Kikuyu,2,0,yes,lowest,second,4,Severely insecure
viwandani,secondary,21.0,male,Luhya,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,52.0,male,Kamba,3,0,no,highest,highest,0,Secure
korogocho,primary,63.0,male,Luhya,2,0,no,lowest,second,1,Moderately insecure
viwandani,never attended,51.0,male,Other,8,1,yes,lowest,second,1,Moderately insecure
viwandani,secondary,31.0,male,Kamba,2,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,40.0,male,Kisii,1,0,no,middle,fourth,2,Moderately insecure
korogocho,primary,46.0,female,Luo,2,0,no,middle,middle,3,Severely insecure
viwandani,primary,18.0,female,Kikuyu,4,2,yes,highest,fourth,3,Severely insecure
viwandani,primary,30.0,male,Kikuyu,1,0,no,lowest,second,2,Moderately insecure
korogocho,primary,57.0,male,Luhya,4,0,no,highest,fourth,3,Severely insecure
korogocho,secondary,29.0,male,Kikuyu,3,1,no,highest,highest,0,Secure
viwandani,primary,39.0,male,Kamba,3,0,no,middle,middle,2,Moderately insecure
korogocho,primary,54.0,male,Luo,3,0,yes,middle,middle,3,Severely insecure
korogocho,primary,60.0,female,Luhya,3,0,yes,lowest,lowest,3,Severely insecure
viwandani,secondary,26.0,male,Kikuyu,3,1,yes,lowest,lowest,2,Moderately insecure
viwandani,primary,57.0,male,Luhya,9,0,yes,highest,highest,3,Severely insecure
korogocho,secondary,18.0,male,Luo,3,0,yes,lowest,second,3,Severely insecure
korogocho,primary,31.0,female,Kikuyu,5,1,yes,middle,middle,0,Secure
viwandani,primary,33.0,male,Luo,1,0,no,highest,highest,0,Secure
viwandani,primary,50.0,male,Luhya,2,0,yes,lowest,lowest,0,Secure
korogocho,secondary,35.0,male,Luo,3,1,yes,highest,highest,3,Severely insecure
viwandani,secondary,50.0,male,Kamba,2,0,no,middle,middle,2,Moderately insecure
korogocho,secondary,36.0,male,Luo,5,1,yes,highest,highest,3,Severely insecure
korogocho,primary,63.0,male,Luo,6,0,yes,highest,highest,3,Severely insecure
korogocho,secondary,41.0,male,Kikuyu,5,0,no,highest,fourth,1,Moderately insecure
korogocho,primary,53.0,male,Other,2,0,no,lowest,lowest,2,Moderately insecure
viwandani,primary,48.0,male,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
korogocho,primary,43.0,female,Kikuyu,2,0,no,middle,middle,0,Secure
korogocho,primary,31.0,male,Kikuyu,1,0,no,lowest,second,3,Severely insecure
viwandani,secondary,38.0,female,Kikuyu,3,0,no,highest,highest,2,Moderately insecure
viwandani,secondary,19.0,male,Kikuyu,3,0,yes,lowest,lowest,0,Secure
korogocho,primary,48.0,male,Luo,6,0,no,highest,highest,1,Moderately insecure
viwandani,primary,18.0,male,Kikuyu,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,18.0,male,Luhya,1,0,no,highest,fourth,0,Secure
korogocho,primary,35.0,male,Kamba,1,0,no,middle,middle,1,Moderately insecure
viwandani,secondary,38.0,male,Other,1,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,34.0,male,Kamba,5,1,yes,middle,middle,1,Moderately insecure
korogocho,secondary,26.0,male,Luhya,4,0,yes,highest,fourth,0,Secure
viwandani,secondary,28.0,male,Kamba,1,0,no,highest,fourth,0,Secure
korogocho,never attended,66.0,male,Kikuyu,1,0,no,middle,middle,2,Moderately insecure
korogocho,secondary,37.0,male,Kamba,1,0,no,highest,highest,0,Secure
viwandani,secondary,18.0,male,Luhya,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,30.0,male,Kamba,4,2,no,highest,highest,2,Moderately insecure
viwandani,primary,52.0,male,Kamba,1,0,no,middle,second,2,Moderately insecure
viwandani,secondary,25.0,male,Kamba,2,0,no,middle,middle,2,Moderately insecure
viwandani,highest,27.0,male,Luo,4,1,yes,highest,highest,2,Moderately insecure
korogocho,secondary,47.0,male,Kikuyu,3,0,no,middle,middle,0,Secure
korogocho,primary,38.0,female,Luhya,1,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,37.0,female,Kamba,1,0,no,middle,second,2,Moderately insecure
korogocho,secondary,26.0,male,Luhya,3,1,no,lowest,second,2,Moderately insecure
viwandani,secondary,54.0,male,Kisii,1,0,no,middle,second,2,Moderately insecure
viwandani,secondary,50.0,female,Kamba,2,0,no,highest,fourth,0,Secure
korogocho,secondary,37.0,male,Kikuyu,1,0,no,highest,highest,0,Secure
viwandani,secondary,55.0,male,Luhya,3,0,yes,highest,highest,0,Secure
viwandani,secondary,42.0,male,Kikuyu,5,0,no,highest,highest,0,Secure
korogocho,primary,44.0,male,Luhya,6,0,yes,highest,fourth,3,Severely insecure
korogocho,never attended,76.0,male,Kikuyu,3,0,yes,middle,fourth,0,Secure
viwandani,secondary,34.0,male,Kisii,4,0,no,lowest,second,2,Moderately insecure
korogocho,secondary,27.0,male,Luo,4,1,yes,highest,highest,1,Moderately insecure
viwandani,secondary,29.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
viwandani,highest,26.0,male,Luhya,2,0,no,highest,fourth,0,Secure
viwandani,secondary,35.0,male,Kikuyu,4,1,no,highest,highest,1,Moderately insecure
korogocho,primary,33.0,female,Kikuyu,6,1,yes,lowest,lowest,3,Severely insecure
korogocho,secondary,28.0,male,Luo,4,1,yes,highest,fourth,3,Severely insecure
korogocho,never attended,64.0,male,Other,9,1,yes,highest,highest,0,Secure
korogocho,primary,48.0,female,Luhya,5,0,yes,lowest,lowest,3,Severely insecure
viwandani,primary,23.0,male,Kamba,3,1,no,middle,middle,0,Secure
viwandani,primary,60.0,male,Kamba,1,0,no,highest,highest,0,Secure
korogocho,primary,53.0,male,Kamba,1,0,no,highest,fourth,0,Secure
viwandani,secondary,38.0,male,Kikuyu,4,1,no,highest,highest,0,Secure
korogocho,highest,22.0,male,Kamba,1,0,no,highest,fourth,0,Secure
korogocho,primary,55.0,male,Luhya,5,1,no,lowest,second,1,Moderately insecure
viwandani,secondary,44.0,male,Other,4,0,yes,highest,highest,0,Secure
korogocho,primary,35.0,male,Kikuyu,4,1,yes,highest,highest,1,Moderately insecure
viwandani,never attended,50.0,female,Luo,6,1,yes,highest,highest,3,Severely insecure
korogocho,secondary,41.0,female,Kikuyu,2,0,no,highest,highest,0,Secure
viwandani,secondary,50.0,male,Kikuyu,2,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,44.0,male,Luhya,6,1,yes,highest,highest,0,Secure
viwandani,secondary,43.0,male,Kamba,1,0,no,highest,fourth,1,Moderately insecure
korogocho,primary,31.0,male,Luhya,2,1,yes,highest,fourth,2,Moderately insecure
korogocho,secondary,25.0,female,Luhya,4,1,yes,middle,middle,0,Secure
korogocho,secondary,48.0,female,Kikuyu,4,0,yes,highest,highest,0,Secure
korogocho,primary,60.0,male,Kikuyu,3,0,yes,lowest,second,2,Moderately insecure
viwandani,secondary,25.0,male,Kamba,3,1,no,middle,fourth,0,Secure
viwandani,primary,33.0,female,Kikuyu,2,0,no,lowest,second,0,Secure
viwandani,secondary,33.0,male,Kamba,4,2,yes,middle,middle,2,Moderately insecure
korogocho,primary,33.0,female,Kamba,3,0,no,lowest,lowest,1,Moderately insecure
korogocho,primary,29.0,male,Luhya,3,1,yes,lowest,lowest,3,Severely insecure
viwandani,secondary,40.0,male,Kamba,5,1,yes,highest,highest,1,Moderately insecure
korogocho,primary,29.0,male,Luhya,3,1,no,highest,highest,0,Secure
korogocho,secondary,24.0,male,Kikuyu,4,0,yes,highest,fourth,3,Severely insecure
viwandani,primary,36.0,male,Kamba,1,0,no,middle,middle,0,Secure
viwandani,primary,37.0,female,Kikuyu,1,0,no,highest,fourth,2,Moderately insecure
korogocho,never attended,25.0,male,Kikuyu,1,0,no,middle,second,2,Moderately insecure
viwandani,secondary,22.0,male,Kamba,2,0,yes,highest,fourth,0,Secure
viwandani,secondary,27.0,female,Kisii,1,0,no,middle,middle,2,Moderately insecure
viwandani,never attended,74.0,female,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,31.0,male,Kisii,4,1,no,middle,middle,0,Secure
viwandani,secondary,28.0,male,Kikuyu,2,0,no,lowest,lowest,0,Secure
korogocho,secondary,34.0,male,Kikuyu,5,2,yes,highest,fourth,3,Severely insecure
korogocho,secondary,19.0,male,Kikuyu,1,0,no,lowest,second,0,Secure
korogocho,primary,36.0,male,Kikuyu,6,1,yes,highest,fourth,1,Moderately insecure
viwandani,secondary,22.0,male,Kisii,2,0,no,middle,middle,2,Moderately insecure
viwandani,secondary,56.0,male,Kisii,2,0,no,middle,fourth,0,Secure
viwandani,secondary,40.0,male,Kamba,1,0,no,lowest,lowest,2,Moderately insecure
viwandani,secondary,41.0,male,Kikuyu,1,0,no,lowest,lowest,0,Secure
viwandani,secondary,27.0,male,Kisii,5,1,no,highest,highest,2,Moderately insecure
viwandani,secondary,25.0,male,Kisii,3,1,no,highest,highest,0,Secure
viwandani,primary,25.0,male,Kikuyu,3,1,no,middle,middle,3,Severely insecure
